,Eulers,Eulers improved,RK4
Y(0.4),1.60522404858463,1.66451452925216,1.6666658018467
Y(0.8),3.79319730364097,4.897519318125,4.99975082015194
Y(1),9.55266802098964,43.114668411891,163.983395448027
