,Eulers,Eulers improved,RK4
Y(0.4),1.55779714410728,1.65873639465576,1.66665325725032
Y(0.8),3.23965193622933,4.67772567202327,4.99662811732176
Y(1),6.12889840300659,22.2907650369419,81.9963989227788
